currency,valid_from,rate
AUD,2025-06-30,0.590796
CAD,2025-06-30,0.685360
USD,2025-07-01,0.933685
GBP,2025-07-01,1.157527
JPY,2025-07-01,0.006011
CHF,2025-07-01,1.025737
SEK,2025-07-01,0.091286
NOK,2025-07-01,0.085901
PLN,2025-07-01,0.243769
CZK,2025-07-01,0.040920
AUD,2025-07-01,0.590631
CAD,2025-07-01,0.686789
USD,2025-07-02,0.931206
GBP,2025-07-02,1.160064
JPY,2025-07-02,0.006013
CHF,2025-07-02,1.025565
SEK,2025-07-02,0.090989
NOK,2025-07-02,0.085757
PLN,2025-07-02,0.244017
CZK,2025-07-02,0.040937
AUD,2025-07-02,0.589660
CAD,2025-07-02,0.687390
USD,2025-07-03,0.928727
GBP,2025-07-03,1.162038
JPY,2025-07-03,0.006027
CHF,2025-07-03,1.022486
SEK,2025-07-03,0.091118
NOK,2025-07-03,0.085907
PLN,2025-07-03,0.243928
CZK,2025-07-03,0.040877
AUD,2025-07-03,0.591421
CAD,2025-07-03,0.688833
USD,2025-07-04,0.926068
GBP,2025-07-04,1.164708
JPY,2025-07-04,0.006014
CHF,2025-07-04,1.023276
SEK,2025-07-04,0.091170
NOK,2025-07-04,0.086129
PLN,2025-07-04,0.243769
CZK,2025-07-04,0.040881
AUD,2025-07-04,0.592324
CAD,2025-07-04,0.690252
USD,2025-07-05,0.926701
GBP,2025-07-05,1.162723
JPY,2025-07-05,0.005993
CHF,2025-07-05,1.020122
SEK,2025-07-05,0.090944
NOK,2025-07-05,0.085832
PLN,2025-07-05,0.243999
CZK,2025-07-05,0.040908
AUD,2025-07-05,0.592806
CAD,2025-07-05,0.690196
USD,2025-07-06,0.924893
GBP,2025-07-06,1.164611
JPY,2025-07-06,0.005973
CHF,2025-07-06,1.022521
SEK,2025-07-06,0.090722
NOK,2025-07-06,0.085924
PLN,2025-07-06,0.243456
CZK,2025-07-06,0.040881
AUD,2025-07-06,0.592029
CAD,2025-07-06,0.690277
USD,2025-07-07,0.924241
GBP,2025-07-07,1.163690
JPY,2025-07-07,0.005974
CHF,2025-07-07,1.023302
SEK,2025-07-07,0.090839
NOK,2025-07-07,0.086115
PLN,2025-07-07,0.243929
CZK,2025-07-07,0.040989
AUD,2025-07-07,0.593864
CAD,2025-07-07,0.690840
USD,2025-07-08,0.922110
GBP,2025-07-08,1.163705
JPY,2025-07-08,0.005962
CHF,2025-07-08,1.026790
SEK,2025-07-08,0.090559
NOK,2025-07-08,0.085882
PLN,2025-07-08,0.244010
CZK,2025-07-08,0.041104
AUD,2025-07-08,0.594227
CAD,2025-07-08,0.689185
USD,2025-07-09,0.923143
GBP,2025-07-09,1.165320
JPY,2025-07-09,0.005973
CHF,2025-07-09,1.027516
SEK,2025-07-09,0.090567
NOK,2025-07-09,0.086080
PLN,2025-07-09,0.243568
CZK,2025-07-09,0.040983
AUD,2025-07-09,0.592387
CAD,2025-07-09,0.690788
USD,2025-07-10,0.923604
GBP,2025-07-10,1.161872
JPY,2025-07-10,0.005982
CHF,2025-07-10,1.025031
SEK,2025-07-10,0.090751
NOK,2025-07-10,0.086235
PLN,2025-07-10,0.244067
CZK,2025-07-10,0.041025
AUD,2025-07-10,0.591915
CAD,2025-07-10,0.691947
USD,2025-07-11,0.924744
GBP,2025-07-11,1.159214
JPY,2025-07-11,0.006001
CHF,2025-07-11,1.027813
SEK,2025-07-11,0.090955
NOK,2025-07-11,0.086427
PLN,2025-07-11,0.243542
CZK,2025-07-11,0.041031
AUD,2025-07-11,0.591863
CAD,2025-07-11,0.691927
USD,2025-07-12,0.927031
GBP,2025-07-12,1.159585
JPY,2025-07-12,0.006000
CHF,2025-07-12,1.029055
SEK,2025-07-12,0.091022
NOK,2025-07-12,0.086139
PLN,2025-07-12,0.242967
CZK,2025-07-12,0.041030
AUD,2025-07-12,0.591870
CAD,2025-07-12,0.691786
USD,2025-07-13,0.928213
GBP,2025-07-13,1.158195
JPY,2025-07-13,0.005993
CHF,2025-07-13,1.029199
SEK,2025-07-13,0.091249
NOK,2025-07-13,0.086073
PLN,2025-07-13,0.242831
CZK,2025-07-13,0.041074
AUD,2025-07-13,0.591769
CAD,2025-07-13,0.689992
USD,2025-07-14,0.929018
GBP,2025-07-14,1.155624
JPY,2025-07-14,0.006008
CHF,2025-07-14,1.032560
SEK,2025-07-14,0.091347
NOK,2025-07-14,0.086350
PLN,2025-07-14,0.242000
CZK,2025-07-14,0.041140
AUD,2025-07-14,0.590668
CAD,2025-07-14,0.691661
USD,2025-07-15,0.928993
GBP,2025-07-15,1.153840
JPY,2025-07-15,0.005999
CHF,2025-07-15,1.033346
SEK,2025-07-15,0.091501
NOK,2025-07-15,0.086620
PLN,2025-07-15,0.242405
CZK,2025-07-15,0.041231
AUD,2025-07-15,0.588760
CAD,2025-07-15,0.693860
USD,2025-07-16,0.931502
GBP,2025-07-16,1.150053
JPY,2025-07-16,0.006006
CHF,2025-07-16,1.030462
SEK,2025-07-16,0.091312
NOK,2025-07-16,0.086757
PLN,2025-07-16,0.242875
CZK,2025-07-16,0.041297
AUD,2025-07-16,0.589240
CAD,2025-07-16,0.693047
USD,2025-07-17,0.929341
GBP,2025-07-17,1.150865
JPY,2025-07-17,0.006006
CHF,2025-07-17,1.027627
SEK,2025-07-17,0.091394
NOK,2025-07-17,0.086464
PLN,2025-07-17,0.242703
CZK,2025-07-17,0.041383
AUD,2025-07-17,0.590730
CAD,2025-07-17,0.692304
USD,2025-07-18,0.930752
GBP,2025-07-18,1.148609
JPY,2025-07-18,0.006025
CHF,2025-07-18,1.029734
SEK,2025-07-18,0.091170
NOK,2025-07-18,0.086331
PLN,2025-07-18,0.243079
CZK,2025-07-18,0.041348
AUD,2025-07-18,0.592499
CAD,2025-07-18,0.691478
USD,2025-07-19,0.931630
GBP,2025-07-19,1.152166
JPY,2025-07-19,0.006046
CHF,2025-07-19,1.028119
SEK,2025-07-19,0.091423
NOK,2025-07-19,0.086312
PLN,2025-07-19,0.243376
CZK,2025-07-19,0.041430
AUD,2025-07-19,0.594340
CAD,2025-07-19,0.691836
USD,2025-07-20,0.928446
GBP,2025-07-20,1.153392
JPY,2025-07-20,0.006064
CHF,2025-07-20,1.026555
SEK,2025-07-20,0.091423
NOK,2025-07-20,0.086037
PLN,2025-07-20,0.243068
CZK,2025-07-20,0.041379
AUD,2025-07-20,0.596131
CAD,2025-07-20,0.689902
USD,2025-07-21,0.926922
GBP,2025-07-21,1.154391
JPY,2025-07-21,0.006052
CHF,2025-07-21,1.027805
SEK,2025-07-21,0.091444
NOK,2025-07-21,0.086236
PLN,2025-07-21,0.243448
CZK,2025-07-21,0.041266
AUD,2025-07-21,0.594254
CAD,2025-07-21,0.687911
USD,2025-07-22,0.924681
GBP,2025-07-22,1.153259
JPY,2025-07-22,0.006065
CHF,2025-07-22,1.027455
SEK,2025-07-22,0.091649
NOK,2025-07-22,0.085953
PLN,2025-07-22,0.243180
CZK,2025-07-22,0.041258
AUD,2025-07-22,0.596327
CAD,2025-07-22,0.688800
USD,2025-07-23,0.925113
GBP,2025-07-23,1.156187
JPY,2025-07-23,0.006058
CHF,2025-07-23,1.030514
SEK,2025-07-23,0.091917
NOK,2025-07-23,0.085834
PLN,2025-07-23,0.243630
CZK,2025-07-23,0.041209
AUD,2025-07-23,0.594454
CAD,2025-07-23,0.687383
USD,2025-07-24,0.927933
GBP,2025-07-24,1.158830
JPY,2025-07-24,0.006044
CHF,2025-07-24,1.030422
SEK,2025-07-24,0.092063
NOK,2025-07-24,0.085821
PLN,2025-07-24,0.243096
CZK,2025-07-24,0.041276
AUD,2025-07-24,0.593105
CAD,2025-07-24,0.689343
USD,2025-07-25,0.929468
GBP,2025-07-25,1.161784
JPY,2025-07-25,0.006059
CHF,2025-07-25,1.028215
SEK,2025-07-25,0.092164
NOK,2025-07-25,0.085875
PLN,2025-07-25,0.243846
CZK,2025-07-25,0.041200
AUD,2025-07-25,0.591769
CAD,2025-07-25,0.689572
USD,2025-07-26,0.932616
GBP,2025-07-26,1.163478
JPY,2025-07-26,0.006062
CHF,2025-07-26,1.026911
SEK,2025-07-26,0.092321
NOK,2025-07-26,0.085636
PLN,2025-07-26,0.244346
CZK,2025-07-26,0.041136
AUD,2025-07-26,0.591953
CAD,2025-07-26,0.687679
USD,2025-07-27,0.931161
GBP,2025-07-27,1.161984
JPY,2025-07-27,0.006042
CHF,2025-07-27,1.025234
SEK,2025-07-27,0.092453
NOK,2025-07-27,0.085458
PLN,2025-07-27,0.244730
CZK,2025-07-27,0.041077
AUD,2025-07-27,0.592433
CAD,2025-07-27,0.689864
USD,2025-07-28,0.927990
GBP,2025-07-28,1.164483
JPY,2025-07-28,0.006051
CHF,2025-07-28,1.025524
SEK,2025-07-28,0.092673
NOK,2025-07-28,0.085242
PLN,2025-07-28,0.244470
CZK,2025-07-28,0.041158
AUD,2025-07-28,0.594467
CAD,2025-07-28,0.689452
USD,2025-07-29,0.927460
GBP,2025-07-29,1.165279
JPY,2025-07-29,0.006046
CHF,2025-07-29,1.026687
SEK,2025-07-29,0.092677
NOK,2025-07-29,0.085523
PLN,2025-07-29,0.244589
CZK,2025-07-29,0.041291
AUD,2025-07-29,0.596436
CAD,2025-07-29,0.689819
USD,2025-07-30,0.928492
GBP,2025-07-30,1.162530
JPY,2025-07-30,0.006046
CHF,2025-07-30,1.029119
SEK,2025-07-30,0.092510
NOK,2025-07-30,0.085563
PLN,2025-07-30,0.243879
CZK,2025-07-30,0.041317
AUD,2025-07-30,0.597067
CAD,2025-07-30,0.690787
USD,2025-07-31,0.929176
GBP,2025-07-31,1.162574
JPY,2025-07-31,0.006063
CHF,2025-07-31,1.028463
SEK,2025-07-31,0.092382
NOK,2025-07-31,0.085718
PLN,2025-07-31,0.243143
CZK,2025-07-31,0.041330
AUD,2025-07-31,0.596810
CAD,2025-07-31,0.691368
USD,2025-08-01,0.930533
GBP,2025-08-01,1.161652
JPY,2025-08-01,0.006055
CHF,2025-08-01,1.027592
SEK,2025-08-01,0.092637
NOK,2025-08-01,0.085825
PLN,2025-08-01,0.242425
CZK,2025-08-01,0.041359
AUD,2025-08-01,0.598854
CAD,2025-08-01,0.691762
USD,2025-08-02,0.928325
GBP,2025-08-02,1.160317
JPY,2025-08-02,0.006070
CHF,2025-08-02,1.024251
SEK,2025-08-02,0.092440
NOK,2025-08-02,0.085919
PLN,2025-08-02,0.242830
CZK,2025-08-02,0.041308
AUD,2025-08-02,0.597939
CAD,2025-08-02,0.692743
USD,2025-08-03,0.929674
GBP,2025-08-03,1.163333
JPY,2025-08-03,0.006089
CHF,2025-08-03,1.027832
SEK,2025-08-03,0.092181
NOK,2025-08-03,0.085738
PLN,2025-08-03,0.242624
CZK,2025-08-03,0.041343
AUD,2025-08-03,0.598719
CAD,2025-08-03,0.690815
USD,2025-08-04,0.929712
GBP,2025-08-04,1.167155
JPY,2025-08-04,0.006073
CHF,2025-08-04,1.029349
SEK,2025-08-04,0.092021
NOK,2025-08-04,0.085522
PLN,2025-08-04,0.242841
CZK,2025-08-04,0.041472
AUD,2025-08-04,0.598804
CAD,2025-08-04,0.691877
USD,2025-08-05,0.932009
GBP,2025-08-05,1.166937
JPY,2025-08-05,0.006065
CHF,2025-08-05,1.029590
SEK,2025-08-05,0.092189
NOK,2025-08-05,0.085713
PLN,2025-08-05,0.242346
CZK,2025-08-05,0.041429
AUD,2025-08-05,0.599996
CAD,2025-08-05,0.691648
USD,2025-08-06,0.932834
GBP,2025-08-06,1.168175
JPY,2025-08-06,0.006051
CHF,2025-08-06,1.028853
SEK,2025-08-06,0.091952
NOK,2025-08-06,0.085462
PLN,2025-08-06,0.241671
CZK,2025-08-06,0.041392
AUD,2025-08-06,0.598469
CAD,2025-08-06,0.692874
USD,2025-08-07,0.934089
GBP,2025-08-07,1.167613
JPY,2025-08-07,0.006066
CHF,2025-08-07,1.029049
SEK,2025-08-07,0.091689
NOK,2025-08-07,0.085697
PLN,2025-08-07,0.241989
CZK,2025-08-07,0.041292
AUD,2025-08-07,0.599737
CAD,2025-08-07,0.691227
USD,2025-08-08,0.930948
GBP,2025-08-08,1.163843
JPY,2025-08-08,0.006053
CHF,2025-08-08,1.026720
SEK,2025-08-08,0.091675
NOK,2025-08-08,0.085887
PLN,2025-08-08,0.241148
CZK,2025-08-08,0.041435
AUD,2025-08-08,0.599822
CAD,2025-08-08,0.692525
USD,2025-08-09,0.928068
GBP,2025-08-09,1.165023
JPY,2025-08-09,0.006058
CHF,2025-08-09,1.028481
SEK,2025-08-09,0.091730
NOK,2025-08-09,0.085706
PLN,2025-08-09,0.241610
CZK,2025-08-09,0.041576
AUD,2025-08-09,0.599071
CAD,2025-08-09,0.691060
USD,2025-08-10,0.925215
GBP,2025-08-10,1.167685
JPY,2025-08-10,0.006058
CHF,2025-08-10,1.026015
SEK,2025-08-10,0.091591
NOK,2025-08-10,0.085747
PLN,2025-08-10,0.241534
CZK,2025-08-10,0.041630
AUD,2025-08-10,0.601021
CAD,2025-08-10,0.693403
USD,2025-08-11,0.924871
GBP,2025-08-11,1.167149
JPY,2025-08-11,0.006048
CHF,2025-08-11,1.027847
SEK,2025-08-11,0.091876
NOK,2025-08-11,0.085738
PLN,2025-08-11,0.242028
CZK,2025-08-11,0.041501
AUD,2025-08-11,0.600651
CAD,2025-08-11,0.692376
USD,2025-08-12,0.922896
GBP,2025-08-12,1.165335
JPY,2025-08-12,0.006062
CHF,2025-08-12,1.030132
SEK,2025-08-12,0.091860
NOK,2025-08-12,0.085639
PLN,2025-08-12,0.242522
CZK,2025-08-12,0.041590
AUD,2025-08-12,0.600988
CAD,2025-08-12,0.693251
USD,2025-08-13,0.919738
GBP,2025-08-13,1.168356
JPY,2025-08-13,0.006054
CHF,2025-08-13,1.026979
SEK,2025-08-13,0.091757
NOK,2025-08-13,0.085887
PLN,2025-08-13,0.241823
CZK,2025-08-13,0.041469
AUD,2025-08-13,0.602708
CAD,2025-08-13,0.692054
USD,2025-08-14,0.920165
GBP,2025-08-14,1.167780
JPY,2025-08-14,0.006060
CHF,2025-08-14,1.025312
SEK,2025-08-14,0.091531
NOK,2025-08-14,0.086073
PLN,2025-08-14,0.241981
CZK,2025-08-14,0.041537
AUD,2025-08-14,0.602658
CAD,2025-08-14,0.690295
USD,2025-08-15,0.918582
GBP,2025-08-15,1.171563
JPY,2025-08-15,0.006077
CHF,2025-08-15,1.024850
SEK,2025-08-15,0.091378
NOK,2025-08-15,0.086307
PLN,2025-08-15,0.241577
CZK,2025-08-15,0.041511
AUD,2025-08-15,0.604573
CAD,2025-08-15,0.692395
USD,2025-08-16,0.920572
GBP,2025-08-16,1.174247
JPY,2025-08-16,0.006086
CHF,2025-08-16,1.021647
SEK,2025-08-16,0.091676
NOK,2025-08-16,0.086463
PLN,2025-08-16,0.241319
CZK,2025-08-16,0.041625
AUD,2025-08-16,0.604122
CAD,2025-08-16,0.693452
USD,2025-08-17,0.918626
GBP,2025-08-17,1.174350
JPY,2025-08-17,0.006074
CHF,2025-08-17,1.019408
SEK,2025-08-17,0.091746
NOK,2025-08-17,0.086689
PLN,2025-08-17,0.241949
CZK,2025-08-17,0.041541
AUD,2025-08-17,0.602405
CAD,2025-08-17,0.692035
USD,2025-08-18,0.916214
GBP,2025-08-18,1.170961
JPY,2025-08-18,0.006063
CHF,2025-08-18,1.022073
SEK,2025-08-18,0.091427
NOK,2025-08-18,0.086403
PLN,2025-08-18,0.241427
CZK,2025-08-18,0.041500
AUD,2025-08-18,0.603033
CAD,2025-08-18,0.694252
USD,2025-08-19,0.915171
GBP,2025-08-19,1.173990
JPY,2025-08-19,0.006069
CHF,2025-08-19,1.023998
SEK,2025-08-19,0.091719
NOK,2025-08-19,0.086391
PLN,2025-08-19,0.240982
CZK,2025-08-19,0.041617
AUD,2025-08-19,0.601534
CAD,2025-08-19,0.693428
USD,2025-08-20,0.913486
GBP,2025-08-20,1.174546
JPY,2025-08-20,0.006064
CHF,2025-08-20,1.024394
SEK,2025-08-20,0.091743
NOK,2025-08-20,0.086217
PLN,2025-08-20,0.241400
CZK,2025-08-20,0.041653
AUD,2025-08-20,0.601573
CAD,2025-08-20,0.693741
USD,2025-08-21,0.914694
GBP,2025-08-21,1.172132
JPY,2025-08-21,0.006084
CHF,2025-08-21,1.024456
SEK,2025-08-21,0.091647
NOK,2025-08-21,0.086111
PLN,2025-08-21,0.241029
CZK,2025-08-21,0.041543
AUD,2025-08-21,0.600840
CAD,2025-08-21,0.693863
USD,2025-08-22,0.916027
GBP,2025-08-22,1.172177
JPY,2025-08-22,0.006087
CHF,2025-08-22,1.021203
SEK,2025-08-22,0.091615
NOK,2025-08-22,0.086198
PLN,2025-08-22,0.241434
CZK,2025-08-22,0.041666
AUD,2025-08-22,0.602582
CAD,2025-08-22,0.692455
USD,2025-08-23,0.919164
GBP,2025-08-23,1.171543
JPY,2025-08-23,0.006078
CHF,2025-08-23,1.019134
SEK,2025-08-23,0.091594
NOK,2025-08-23,0.086416
PLN,2025-08-23,0.241918
CZK,2025-08-23,0.041535
AUD,2025-08-23,0.601529
CAD,2025-08-23,0.691488
USD,2025-08-24,0.918734
GBP,2025-08-24,1.171507
JPY,2025-08-24,0.006060
CHF,2025-08-24,1.018783
SEK,2025-08-24,0.091672
NOK,2025-08-24,0.086557
PLN,2025-08-24,0.241953
CZK,2025-08-24,0.041589
AUD,2025-08-24,0.600124
CAD,2025-08-24,0.689886
USD,2025-08-25,0.920503
GBP,2025-08-25,1.171837
JPY,2025-08-25,0.006052
CHF,2025-08-25,1.017550
SEK,2025-08-25,0.091444
NOK,2025-08-25,0.086777
PLN,2025-08-25,0.242605
CZK,2025-08-25,0.041642
AUD,2025-08-25,0.600481
CAD,2025-08-25,0.692171
USD,2025-08-26,0.917858
GBP,2025-08-26,1.169975
JPY,2025-08-26,0.006031
CHF,2025-08-26,1.019464
SEK,2025-08-26,0.091277
NOK,2025-08-26,0.087051
PLN,2025-08-26,0.241878
CZK,2025-08-26,0.041621
AUD,2025-08-26,0.600427
CAD,2025-08-26,0.694120
USD,2025-08-27,0.917491
GBP,2025-08-27,1.173705
JPY,2025-08-27,0.006028
CHF,2025-08-27,1.021001
SEK,2025-08-27,0.091315
NOK,2025-08-27,0.086863
PLN,2025-08-27,0.242441
CZK,2025-08-27,0.041502
AUD,2025-08-27,0.599401
CAD,2025-08-27,0.696430
USD,2025-08-28,0.920204
GBP,2025-08-28,1.170716
JPY,2025-08-28,0.006026
CHF,2025-08-28,1.019939
SEK,2025-08-28,0.091447
NOK,2025-08-28,0.087073
PLN,2025-08-28,0.242104
CZK,2025-08-28,0.041631
AUD,2025-08-28,0.600176
CAD,2025-08-28,0.695035
USD,2025-08-29,0.923235
GBP,2025-08-29,1.167924
JPY,2025-08-29,0.006015
CHF,2025-08-29,1.020284
SEK,2025-08-29,0.091455
NOK,2025-08-29,0.087297
PLN,2025-08-29,0.241365
CZK,2025-08-29,0.041657
AUD,2025-08-29,0.598441
CAD,2025-08-29,0.697344
USD,2025-08-30,0.926262
GBP,2025-08-30,1.169083
JPY,2025-08-30,0.006020
CHF,2025-08-30,1.018771
SEK,2025-08-30,0.091376
NOK,2025-08-30,0.087294
PLN,2025-08-30,0.241783
CZK,2025-08-30,0.041532
AUD,2025-08-30,0.598336
CAD,2025-08-30,0.697645
USD,2025-08-31,0.924988
GBP,2025-08-31,1.170040
JPY,2025-08-31,0.006033
CHF,2025-08-31,1.022106
SEK,2025-08-31,0.091136
NOK,2025-08-31,0.087305
PLN,2025-08-31,0.241122
CZK,2025-08-31,0.041476
AUD,2025-08-31,0.600372
CAD,2025-08-31,0.698079
USD,2025-09-01,0.923659
GBP,2025-09-01,1.172319
JPY,2025-09-01,0.006036
CHF,2025-09-01,1.020576
SEK,2025-09-01,0.091362
NOK,2025-09-01,0.087556
PLN,2025-09-01,0.240406
CZK,2025-09-01,0.041576
AUD,2025-09-01,0.600365
CAD,2025-09-01,0.700051
USD,2025-09-02,0.921368
GBP,2025-09-02,1.168320
JPY,2025-09-02,0.006016
CHF,2025-09-02,1.023459
SEK,2025-09-02,0.091176
NOK,2025-09-02,0.087642
PLN,2025-09-02,0.241108
CZK,2025-09-02,0.041456
AUD,2025-09-02,0.601622
CAD,2025-09-02,0.698372
USD,2025-09-03,0.920952
GBP,2025-09-03,1.164697
JPY,2025-09-03,0.006023
CHF,2025-09-03,1.022330
SEK,2025-09-03,0.091488
NOK,2025-09-03,0.087399
PLN,2025-09-03,0.241751
CZK,2025-09-03,0.041468
AUD,2025-09-03,0.599662
CAD,2025-09-03,0.696182
USD,2025-09-04,0.924125
GBP,2025-09-04,1.165323
JPY,2025-09-04,0.006029
CHF,2025-09-04,1.022683
SEK,2025-09-04,0.091542
NOK,2025-09-04,0.087674
PLN,2025-09-04,0.241906
CZK,2025-09-04,0.041443
AUD,2025-09-04,0.599206
CAD,2025-09-04,0.697919
USD,2025-09-05,0.924215
GBP,2025-09-05,1.167619
JPY,2025-09-05,0.006031
CHF,2025-09-05,1.019143
SEK,2025-09-05,0.091531
NOK,2025-09-05,0.087919
PLN,2025-09-05,0.242345
CZK,2025-09-05,0.041427
AUD,2025-09-05,0.600668
CAD,2025-09-05,0.699059
USD,2025-09-06,0.925435
GBP,2025-09-06,1.165959
JPY,2025-09-06,0.006034
CHF,2025-09-06,1.015796
SEK,2025-09-06,0.091785
NOK,2025-09-06,0.087612
PLN,2025-09-06,0.242389
CZK,2025-09-06,0.041318
AUD,2025-09-06,0.600021
CAD,2025-09-06,0.700169
USD,2025-09-07,0.926488
GBP,2025-09-07,1.164612
JPY,2025-09-07,0.006029
CHF,2025-09-07,1.012815
SEK,2025-09-07,0.091555
NOK,2025-09-07,0.087902
PLN,2025-09-07,0.242136
CZK,2025-09-07,0.041372
AUD,2025-09-07,0.601115
CAD,2025-09-07,0.701540
USD,2025-09-08,0.928115
GBP,2025-09-08,1.167744
JPY,2025-09-08,0.006044
CHF,2025-09-08,1.013976
SEK,2025-09-08,0.091260
NOK,2025-09-08,0.088199
PLN,2025-09-08,0.241407
CZK,2025-09-08,0.041377
AUD,2025-09-08,0.600834
CAD,2025-09-08,0.701536
USD,2025-09-09,0.930136
GBP,2025-09-09,1.171076
JPY,2025-09-09,0.006056
CHF,2025-09-09,1.014781
SEK,2025-09-09,0.091147
NOK,2025-09-09,0.088461
PLN,2025-09-09,0.241001
CZK,2025-09-09,0.041404
AUD,2025-09-09,0.599924
CAD,2025-09-09,0.699344
USD,2025-09-10,0.929847
GBP,2025-09-10,1.169892
JPY,2025-09-10,0.006043
CHF,2025-09-10,1.017655
SEK,2025-09-10,0.090840
NOK,2025-09-10,0.088264
PLN,2025-09-10,0.241035
CZK,2025-09-10,0.041323
AUD,2025-09-10,0.599901
CAD,2025-09-10,0.698000
USD,2025-09-11,0.930874
GBP,2025-09-11,1.171389
JPY,2025-09-11,0.006023
CHF,2025-09-11,1.014295
SEK,2025-09-11,0.090584
NOK,2025-09-11,0.088074
PLN,2025-09-11,0.240685
CZK,2025-09-11,0.041394
AUD,2025-09-11,0.600884
CAD,2025-09-11,0.697091
USD,2025-09-12,0.929267
GBP,2025-09-12,1.172504
JPY,2025-09-12,0.006016
CHF,2025-09-12,1.011489
SEK,2025-09-12,0.090761
NOK,2025-09-12,0.088139
PLN,2025-09-12,0.241495
CZK,2025-09-12,0.041488
AUD,2025-09-12,0.602332
CAD,2025-09-12,0.696527
USD,2025-09-13,0.926731
GBP,2025-09-13,1.172449
JPY,2025-09-13,0.006005
CHF,2025-09-13,1.011029
SEK,2025-09-13,0.090819
NOK,2025-09-13,0.087843
PLN,2025-09-13,0.242072
CZK,2025-09-13,0.041423
AUD,2025-09-13,0.601396
CAD,2025-09-13,0.698852
USD,2025-09-14,0.929173
GBP,2025-09-14,1.175235
JPY,2025-09-14,0.006014
CHF,2025-09-14,1.009726
SEK,2025-09-14,0.090515
NOK,2025-09-14,0.087922
PLN,2025-09-14,0.242354
CZK,2025-09-14,0.041371
AUD,2025-09-14,0.602365
CAD,2025-09-14,0.698425
USD,2025-09-15,0.928668
GBP,2025-09-15,1.178876
JPY,2025-09-15,0.005999
CHF,2025-09-15,1.013136
SEK,2025-09-15,0.090502
NOK,2025-09-15,0.087778
PLN,2025-09-15,0.242144
CZK,2025-09-15,0.041297
AUD,2025-09-15,0.603288
CAD,2025-09-15,0.699494
USD,2025-09-16,0.928188
GBP,2025-09-16,1.175123
JPY,2025-09-16,0.005996
CHF,2025-09-16,1.011136
SEK,2025-09-16,0.090568
NOK,2025-09-16,0.087744
PLN,2025-09-16,0.242134
CZK,2025-09-16,0.041343
AUD,2025-09-16,0.602541
CAD,2025-09-16,0.701840
USD,2025-09-17,0.926917
GBP,2025-09-17,1.176223
JPY,2025-09-17,0.006012
CHF,2025-09-17,1.011370
SEK,2025-09-17,0.090758
NOK,2025-09-17,0.087993
PLN,2025-09-17,0.242415
CZK,2025-09-17,0.041452
AUD,2025-09-17,0.600881
CAD,2025-09-17,0.701627
USD,2025-09-18,0.928701
GBP,2025-09-18,1.177768
JPY,2025-09-18,0.006032
CHF,2025-09-18,1.012684
SEK,2025-09-18,0.090943
NOK,2025-09-18,0.087859
PLN,2025-09-18,0.242850
CZK,2025-09-18,0.041525
AUD,2025-09-18,0.602140
CAD,2025-09-18,0.703332
USD,2025-09-19,0.926905
GBP,2025-09-19,1.179354
JPY,2025-09-19,0.006017
CHF,2025-09-19,1.011508
SEK,2025-09-19,0.091214
NOK,2025-09-19,0.087774
PLN,2025-09-19,0.243037
CZK,2025-09-19,0.041498
AUD,2025-09-19,0.600126
CAD,2025-09-19,0.703768
USD,2025-09-20,0.929824
GBP,2025-09-20,1.180304
JPY,2025-09-20,0.006017
CHF,2025-09-20,1.012261
SEK,2025-09-20,0.090966
NOK,2025-09-20,0.087785
PLN,2025-09-20,0.243829
CZK,2025-09-20,0.041546
AUD,2025-09-20,0.602125
CAD,2025-09-20,0.706065
USD,2025-09-21,0.927528
GBP,2025-09-21,1.176506
JPY,2025-09-21,0.006031
CHF,2025-09-21,1.013581
SEK,2025-09-21,0.091056
NOK,2025-09-21,0.087479
PLN,2025-09-21,0.243205
CZK,2025-09-21,0.041466
AUD,2025-09-21,0.604190
CAD,2025-09-21,0.708275
USD,2025-09-22,0.930771
GBP,2025-09-22,1.172815
JPY,2025-09-22,0.006017
CHF,2025-09-22,1.012731
SEK,2025-09-22,0.090911
NOK,2025-09-22,0.087649
PLN,2025-09-22,0.242701
CZK,2025-09-22,0.041590
AUD,2025-09-22,0.602772
CAD,2025-09-22,0.706234
USD,2025-09-23,0.930476
GBP,2025-09-23,1.176872
JPY,2025-09-23,0.006002
CHF,2025-09-23,1.009956
SEK,2025-09-23,0.090924
NOK,2025-09-23,0.087609
PLN,2025-09-23,0.242767
CZK,2025-09-23,0.041484
AUD,2025-09-23,0.601018
CAD,2025-09-23,0.704966
USD,2025-09-24,0.931318
GBP,2025-09-24,1.173002
JPY,2025-09-24,0.006013
CHF,2025-09-24,1.008610
SEK,2025-09-24,0.090793
NOK,2025-09-24,0.087883
PLN,2025-09-24,0.242352
CZK,2025-09-24,0.041532
AUD,2025-09-24,0.602121
CAD,2025-09-24,0.704038
USD,2025-09-25,0.933648
GBP,2025-09-25,1.174873
JPY,2025-09-25,0.006012
CHF,2025-09-25,1.006090
SEK,2025-09-25,0.090684
NOK,2025-09-25,0.087646
PLN,2025-09-25,0.242472
CZK,2025-09-25,0.041628
AUD,2025-09-25,0.602206
CAD,2025-09-25,0.704583
USD,2025-09-26,0.930768
GBP,2025-09-26,1.178605
JPY,2025-09-26,0.006007
CHF,2025-09-26,1.008571
SEK,2025-09-26,0.090556
NOK,2025-09-26,0.087426
PLN,2025-09-26,0.241738
